Date Time Served,Bar Name,Alcohol Type,Brand Name,Opening Balance (ml),Purchase (ml),Consumed (ml),Closing Balance (ml)
7/2/2023 16:15,Smith's Bar,Beer,Coors,0,783,116.82,666.18
7/2/2023 13:01,Johnson's Bar,Rum,Bacardi,443.86,0,443.86,1.71E-13
7/2/2023 12:06,Johnson's Bar,Whiskey,Jameson,2522.98,0,570,1952.98
7/2/2023 18:17,Johnson's Bar,Wine,Barefoot,5647.53,0,123.94,5523.59
7/2/2023 13:00,Johnson's Bar,Vodka,Grey Goose,1884.96,0,440.57,1444.39
7/2/2023 16:12,Brown's Bar,Rum,Malibu,763.4,0,481.64,281.76
7/2/2023 12:17,Brown's Bar,Wine,Sutter Home,1209.15,0,150.08,1059.07
7/2/2023 19:45,Brown's Bar,Whiskey,Jack Daniels,848.01,0,342.22,505.79
7/2/2023 15:50,Brown's Bar,Vodka,Absolut,0,0,0,0
7/2/2023 19:31,Taylor's Bar,Vodka,Absolut,3.98E-13,786.89,494.13,292.76
7/2/2023 22:11,Taylor's Bar,Rum,Captain Morgan,2214.32,0,392.13,1822.19
7/2/2023 13:29,Anderson's Bar,Wine,Barefoot,7170.02,0,101.77,7068.25
7/2/2023 20:19,Anderson's Bar,Rum,Bacardi,3089.66,0,446.78,2642.88
7/2/2023 21:29,Anderson's Bar,Whiskey,Jim Beam,926.04,1793.79,208.57,2511.26
7/2/2023 19:20,Anderson's Bar,Vodka,Smirnoff,3448.28,718.96,185.74,3981.5
7/2/2023 13:40,Thomas's Bar,Whiskey,Jim Beam,1919.96,0,574.09,1345.87
7/2/2023 16:57,Thomas's Bar,Rum,Bacardi,1956.14,0,180.38,1775.76
7/2/2023 19:35,Thomas's Bar,Beer,Coors,1761.35,0,138.7,1622.65
7/3/2023 22:56,Smith's Bar,Vodka,Smirnoff,1229.15,0,111.93,1117.22
7/3/2023 19:00,Smith's Bar,Rum,Malibu,2691.5,0,516.54,2174.96
7/3/2023 22:22,Smith's Bar,Whiskey,Jim Beam,7649.37,0,111.92,7537.45
7/3/2023 17:21,Smith's Bar,Wine,Sutter Home,5.12E-13,0,0,5.12E-13
7/3/2023 12:50,Johnson's Bar,Rum,Captain Morgan,1.53E-12,0,0,1.53E-12
7/3/2023 14:58,Johnson's Bar,Beer,Miller,312.65,0,312.65,1.14E-13
7/3/2023 16:13,Johnson's Bar,Vodka,Grey Goose,1444.39,912.11,168.01,2188.49
7/3/2023 19:23,Johnson's Bar,Wine,Barefoot,5523.59,947.15,175.05,6295.69
7/3/2023 14:31,Brown's Bar,Whiskey,Jack Daniels,505.79,0,455.08,50.71
7/3/2023 14:27,Brown's Bar,Beer,Budweiser,4369.47,665.59,453.85,4581.21
7/3/2023 11:52,Brown's Bar,Rum,Bacardi,4928.27,0,306.41,4621.86
7/3/2023 17:12,Taylor's Bar,Whiskey,Jameson,2399.92,1629.28,133.61,3895.59
7/3/2023 21:39,Taylor's Bar,Wine,Barefoot,7132.14,0,224.11,6908.03
7/3/2023 11:48,Anderson's Bar,Vodka,Smirnoff,3981.5,0,482.18,3499.32
7/3/2023 18:56,Anderson's Bar,Whiskey,Jack Daniels,8.24E-13,0,0,8.24E-13
7/3/2023 20:06,Anderson's Bar,Wine,Sutter Home,5516.31,0,344.8,5171.51
7/3/2023 21:22,Thomas's Bar,Wine,Yellow Tail,871.21,683.99,183.94,1371.26
7/3/2023 15:21,Thomas's Bar,Rum,Bacardi,1775.76,0,530.44,1245.32
7/4/2023 13:23,Smith's Bar,Wine,Yellow Tail,10961.72,0,0,10961.72
7/4/2023 16:32,Smith's Bar,Rum,Captain Morgan,4378.05,0,0,4378.05
7/4/2023 19:22,Smith's Bar,Beer,Heineken,2687.84,952.97,0,3640.81
7/4/2023 15:32,Johnson's Bar,Beer,Heineken,4201.99,0,0,4201.99
7/4/2023 15:08,Johnson's Bar,Whiskey,Jack Daniels,7103.67,0,0,7103.67
7/4/2023 20:53,Johnson's Bar,Rum,Bacardi,1.71E-13,0,0,1.71E-13
7/4/2023 16:14,Johnson's Bar,Vodka,Smirnoff,5.68E-13,0,0,5.68E-13
7/4/2023 10:53,Brown's Bar,Beer,Coors,0,577.61,0,577.61
7/4/2023 17:55,Brown's Bar,Whiskey,Jim Beam,3176.46,0,0,3176.46
7/4/2023 18:49,Brown's Bar,Wine,Yellow Tail,4795.3,0,0,4795.3
7/4/2023 11:28,Brown's Bar,Vodka,Smirnoff,1755.56,0,0,1755.56
7/4/2023 17:37,Taylor's Bar,Whiskey,Jack Daniels,1524.96,0,0,1524.96
7/4/2023 12:10,Taylor's Bar,Beer,Heineken,3931.26,1252.38,0,5183.64
7/4/2023 20:29,Taylor's Bar,Rum,Malibu,158.81,0,0,158.81
7/4/2023 22:37,Taylor's Bar,Vodka,Grey Goose,3573.23,0,0,3573.23
7/4/2023 21:55,Anderson's Bar,Whiskey,Jim Beam,2511.26,0,0,2511.26
7/4/2023 22:01,Anderson's Bar,Vodka,Smirnoff,3499.32,0,0,3499.32
7/4/2023 19:24,Anderson's Bar,Wine,Barefoot,7068.25,0,0,7068.25
7/4/2023 17:33,Anderson's Bar,Beer,Coors,6088.66,0,0,6088.66
7/4/2023 19:31,Thomas's Bar,Wine,Yellow Tail,1371.26,0,0,1371.26
7/4/2023 11:08,Thomas's Bar,Vodka,Grey Goose,6462.53,0,0,6462.53
7/4/2023 22:18,Thomas's Bar,Whiskey,Jack Daniels,4176.33,0,0,4176.33
7/4/2023 10:14,Thomas's Bar,Rum,Bacardi,1245.32,1203.91,0,2449.23
7/5/2023 10:42,Smith's Bar,Rum,Bacardi,3054.28,1364.4,341.99,4076.69
7/5/2023 20:29,Smith's Bar,Wine,Barefoot,1355.87,0,125.66,1230.21
7/5/2023 21:11,Johnson's Bar,Whiskey,Jim Beam,2.84E-13,0,0,2.84E-13
7/5/2023 10:09,Johnson's Bar,Vodka,Absolut,2111.11,0,447.5,1663.61
7/5/2023 19:57,Brown's Bar,Beer,Miller,3040.91,0,371.58,2669.33
7/5/2023 15:03,Brown's Bar,Rum,Bacardi,4621.86,0,410.14,4211.72
7/5/2023 20:53,Taylor's Bar,Rum,Captain Morgan,1822.19,0,353.12,1469.07
7/5/2023 12:40,Taylor's Bar,Whiskey,Jack Daniels,1524.96,0,118.87,1406.09
7/5/2023 16:49,Taylor's Bar,Beer,Budweiser,2269.9,1607.74,420.85,3456.79
7/5/2023 12:58,Anderson's Bar,Wine,Barefoot,7068.25,0,230.41,6837.84
7/5/2023 11:16,Anderson's Bar,Beer,Miller,2943.93,0,586.08,2357.85
7/5/2023 20:37,Thomas's Bar,Beer,Coors,1622.65,1931.06,452.56,3101.15
7/5/2023 11:44,Thomas's Bar,Vodka,Smirnoff,5012.02,0,151.24,4860.78
7/6/2023 12:59,Smith's Bar,Whiskey,Jameson,882.39,1267.43,567.61,1582.21
7/6/2023 16:40,Smith's Bar,Beer,Coors,666.18,0,465.21,200.97
7/6/2023 13:11,Smith's Bar,Wine,Yellow Tail,10961.72,1184.84,284.04,11862.52
7/6/2023 11:56,Johnson's Bar,Wine,Yellow Tail,3721.65,0,246.66,3474.99
7/6/2023 17:30,Johnson's Bar,Beer,Miller,1.14E-13,0,0,1.14E-13
7/6/2023 16:50,Brown's Bar,Whiskey,Jack Daniels,50.71,0,50.71,5.47E-13
7/6/2023 13:33,Brown's Bar,Rum,Malibu,281.76,1414.53,352.14,1344.15
7/6/2023 15:16,Brown's Bar,Beer,Budweiser,4581.21,0,526.73,4054.48
7/6/2023 15:00,Brown's Bar,Wine,Barefoot,2607.7,0,169.68,2438.02
7/6/2023 10:00,Taylor's Bar,Vodka,Grey Goose,3573.23,0,106.84,3466.39
7/6/2023 22:32,Taylor's Bar,Whiskey,Jim Beam,1017.08,0,511.14,505.94
7/6/2023 10:10,Taylor's Bar,Beer,Miller,0,0,0,0
7/6/2023 11:44,Taylor's Bar,Wine,Barefoot,6908.03,0,204.79,6703.24
7/6/2023 11:03,Anderson's Bar,Whiskey,Jim Beam,2511.26,0,953.17,1558.09
7/6/2023 20:52,Anderson's Bar,Vodka,Absolut,54.51,0,54.51,5.61E-13
7/6/2023 10:34,Anderson's Bar,Beer,Coors,6088.66,0,453.38,5635.28
7/6/2023 10:22,Anderson's Bar,Wine,Sutter Home,5171.51,0,883.02,4288.49
7/6/2023 18:04,Thomas's Bar,Beer,Miller,2866.3,859.83,502.8,3223.33
7/6/2023 17:31,Thomas's Bar,Wine,Yellow Tail,1371.26,0,377.83,993.43
7/6/2023 12:02,Thomas's Bar,Vodka,Grey Goose,6462.53,0,494.63,5967.9
7/7/2023 18:53,Smith's Bar,Vodka,Grey Goose,3327.37,1068.86,203.51,4192.72
7/7/2023 18:36,Smith's Bar,Beer,Miller,0,0,0,0
7/7/2023 15:10,Johnson's Bar,Wine,Yellow Tail,3474.99,0,302.65,3172.34
7/7/2023 18:21,Johnson's Bar,Rum,Captain Morgan,1.53E-12,842.4,140.46,701.94
7/7/2023 15:55,Johnson's Bar,Beer,Heineken,4201.99,823.89,346.94,4678.94
7/7/2023 19:10,Johnson's Bar,Vodka,Absolut,1663.61,1718.4,479.51,2902.5
7/7/2023 12:31,Brown's Bar,Beer,Miller,2669.33,0,444.71,2224.62
7/7/2023 12:26,Brown's Bar,Wine,Sutter Home,1059.07,0,488.99,570.08
7/7/2023 13:59,Brown's Bar,Vodka,Smirnoff,1755.56,0,512.74,1242.82
7/7/2023 21:21,Brown's Bar,Whiskey,Jim Beam,3176.46,0,455.95,2720.51
7/7/2023 13:59,Taylor's Bar,Vodka,Smirnoff,1753.02,668.87,524.52,1897.37
7/7/2023 22:07,Taylor's Bar,Whiskey,Jack Daniels,1406.09,0,391.05,1015.04
7/7/2023 11:42,Taylor's Bar,Beer,Heineken,5183.64,1854.02,266.53,6771.13
7/7/2023 22:04,Taylor's Bar,Rum,Captain Morgan,1469.07,0,562.93,906.14
7/7/2023 22:47,Anderson's Bar,Wine,Yellow Tail,779.97,0,365.62,414.35
7/7/2023 12:12,Anderson's Bar,Beer,Coors,5635.28,1513.95,467.09,6682.14
7/7/2023 16:22,Anderson's Bar,Whiskey,Jim Beam,1558.09,0,375.32,1182.77
7/7/2023 18:59,Thomas's Bar,Wine,Yellow Tail,993.43,0,262.41,731.02
7/7/2023 16:52,Thomas's Bar,Beer,Heineken,1398.92,0,257.62,1141.3
7/7/2023 19:00,Thomas's Bar,Whiskey,Jack Daniels,4176.33,0,387.64,3788.69
7/7/2023 19:26,Thomas's Bar,Rum,Malibu,5251.34,1078.03,509.87,5819.5
7/8/2023 13:44,Smith's Bar,Whiskey,Jack Daniels,0,1636.11,364.07,1272.04
7/8/2023 17:43,Smith's Bar,Beer,Miller,0,0,0,0
7/8/2023 13:36,Smith's Bar,Wine,Sutter Home,5.12E-13,0,0,5.12E-13
7/8/2023 18:46,Smith's Bar,Vodka,Smirnoff,1117.22,1039.5,420.61,1736.11
7/8/2023 22:35,Johnson's Bar,Rum,Bacardi,1.71E-13,0,0,1.71E-13
7/8/2023 19:13,Johnson's Bar,Whiskey,Jack Daniels,7103.67,0,157.91,6945.76
7/8/2023 18:22,Brown's Bar,Rum,Captain Morgan,1292.75,0,215.27,1077.48
7/8/2023 11:42,Brown's Bar,Wine,Sutter Home,570.08,718.87,366.81,922.14
7/8/2023 13:47,Taylor's Bar,Rum,Bacardi,401.6,0,257.46,144.14
7/8/2023 22:23,Taylor's Bar,Wine,Barefoot,6703.24,0,132.96,6570.28
7/8/2023 13:49,Anderson's Bar,Wine,Barefoot,6837.84,0,275.72,6562.12
7/8/2023 16:42,Anderson's Bar,Vodka,Smirnoff,3499.32,1284.31,196.5,4587.13
7/8/2023 12:58,Anderson's Bar,Whiskey,Jim Beam,1182.77,0,485.93,696.84
7/8/2023 14:22,Anderson's Bar,Beer,Heineken,2066.23,0,344.79,1721.44
7/8/2023 17:56,Thomas's Bar,Whiskey,Jameson,636.83,0,460.81,176.02
7/8/2023 12:01,Thomas's Bar,Vodka,Grey Goose,5967.9,0,369.02,5598.88
7/9/2023 16:21,Smith's Bar,Beer,Budweiser,6038.44,0,379.92,5658.52
7/9/2023 15:58,Smith's Bar,Wine,Yellow Tail,11862.52,0,462.59,11399.93
7/9/2023 11:06,Johnson's Bar,Rum,Malibu,5467.05,0,534.67,4932.38
7/9/2023 16:04,Johnson's Bar,Vodka,Grey Goose,2188.49,0,129,2059.49
7/9/2023 13:10,Johnson's Bar,Beer,Coors,1198.21,1586.12,365.54,2418.79
7/9/2023 12:09,Johnson's Bar,Wine,Sutter Home,10938.26,0,320.64,10617.62
7/9/2023 15:25,Brown's Bar,Rum,Malibu,1344.15,1353.46,133.64,2563.97
7/9/2023 10:10,Brown's Bar,Beer,Miller,2224.62,0,421.37,1803.25
7/9/2023 22:45,Brown's Bar,Whiskey,Jameson,5734.94,858.54,150.35,6443.13
7/9/2023 20:40,Brown's Bar,Wine,Barefoot,2438.02,0,346.89,2091.13
7/9/2023 12:33,Taylor's Bar,Rum,Malibu,158.81,922.94,568.56,513.19
7/9/2023 17:48,Taylor's Bar,Vodka,Smirnoff,1897.37,0,386.88,1510.49
7/9/2023 14:51,Taylor's Bar,Whiskey,Jack Daniels,1015.04,0,321.81,693.23
7/9/2023 19:04,Anderson's Bar,Whiskey,Jack Daniels,8.24E-13,0,0,8.24E-13
7/9/2023 15:13,Anderson's Bar,Beer,Heineken,1721.44,0,419.61,1301.83
7/9/2023 21:19,Anderson's Bar,Rum,Captain Morgan,5943.25,1061.22,314.75,6689.72
7/9/2023 14:07,Thomas's Bar,Vodka,Grey Goose,5598.88,0,421.83,5177.05
7/9/2023 20:43,Thomas's Bar,Wine,Yellow Tail,731.02,0,129.83,601.19
7/10/2023 14:37,Smith's Bar,Wine,Sutter Home,5.12E-13,1487.19,278.06,1209.13
7/10/2023 11:26,Smith's Bar,Beer,Heineken,3640.81,0,303.6,3337.21
7/10/2023 12:27,Johnson's Bar,Rum,Bacardi,1.71E-13,0,0,1.71E-13
7/10/2023 16:05,Johnson's Bar,Whiskey,Jack Daniels,6945.76,0,367.31,6578.45
7/10/2023 17:48,Brown's Bar,Beer,Miller,1803.25,1924.32,412.94,3314.63
7/10/2023 15:15,Brown's Bar,Vodka,Absolut,0,0,0,0
7/10/2023 12:13,Brown's Bar,Whiskey,Jameson,6443.13,0,333.48,6109.65
7/10/2023 10:53,Brown's Bar,Rum,Captain Morgan,1077.48,0,159.11,918.37
7/10/2023 17:43,Taylor's Bar,Vodka,Grey Goose,3466.39,0,475.02,2991.37
7/10/2023 14:31,Taylor's Bar,Beer,Heineken,6771.13,0,352.74,6418.39
7/10/2023 12:40,Taylor's Bar,Rum,Captain Morgan,906.14,0,394.01,512.13
7/10/2023 16:28,Anderson's Bar,Vodka,Smirnoff,4587.13,1468.79,136.98,5918.94
7/10/2023 22:07,Anderson's Bar,Whiskey,Jim Beam,696.84,1322.52,204.94,1814.42
7/10/2023 13:21,Thomas's Bar,Beer,Heineken,1141.3,0,204.32,936.98
7/10/2023 20:31,Thomas's Bar,Rum,Malibu,5819.5,1226.55,128.76,6917.29
7/11/2023 16:53,Smith's Bar,Beer,Budweiser,5658.52,913.83,495.32,6077.03
7/11/2023 12:23,Smith's Bar,Whiskey,Jameson,1582.21,0,183.67,1398.54
7/11/2023 14:34,Smith's Bar,Rum,Captain Morgan,4378.05,1690.16,151.32,5916.89
7/11/2023 16:08,Smith's Bar,Vodka,Absolut,1649.1,1750.2,126.33,3272.97
7/11/2023 16:13,Johnson's Bar,Rum,Captain Morgan,701.94,0,409.48,292.46
7/11/2023 18:52,Johnson's Bar,Beer,Heineken,4678.94,1448.69,446.81,5680.82
7/11/2023 18:45,Johnson's Bar,Wine,Sutter Home,10617.62,1143,265.73,11494.89
7/11/2023 21:09,Brown's Bar,Beer,Miller,3314.63,0,268.63,3046
7/11/2023 15:15,Brown's Bar,Whiskey,Jim Beam,2720.51,0,425.43,2295.08
7/11/2023 12:13,Taylor's Bar,Vodka,Smirnoff,1510.49,0,599.56,910.93
7/11/2023 14:17,Taylor's Bar,Wine,Sutter Home,500.21,0,207.36,292.85
7/11/2023 15:52,Anderson's Bar,Vodka,Smirnoff,5918.94,716.39,509.26,6126.07
7/11/2023 17:35,Anderson's Bar,Wine,Barefoot,6562.12,0,226.16,6335.96
7/11/2023 16:22,Anderson's Bar,Whiskey,Jack Daniels,8.24E-13,1294.23,250.03,1044.2
7/11/2023 14:36,Anderson's Bar,Rum,Malibu,922.66,0,523.04,399.62
7/11/2023 14:24,Thomas's Bar,Rum,Captain Morgan,6.25E-13,0,0,6.25E-13
7/11/2023 11:08,Thomas's Bar,Whiskey,Jack Daniels,3788.69,0,456.81,3331.88
7/11/2023 12:36,Thomas's Bar,Vodka,Absolut,2332.39,0,479.63,1852.76
7/11/2023 16:42,Thomas's Bar,Wine,Sutter Home,6.82E-13,0,0,6.82E-13
7/12/2023 13:55,Smith's Bar,Vodka,Absolut,3272.97,599.48,545.16,3327.29
7/12/2023 13:40,Smith's Bar,Wine,Sutter Home,1209.13,1760.88,231.87,2738.14
7/12/2023 15:05,Johnson's Bar,Wine,Yellow Tail,3172.34,0,112.53,3059.81
7/12/2023 15:21,Johnson's Bar,Rum,Captain Morgan,292.46,0,292.46,1.42E-12
7/12/2023 19:56,Johnson's Bar,Beer,Budweiser,4584.66,0,559.07,4025.59
7/12/2023 12:24,Johnson's Bar,Vodka,Absolut,2902.5,0,314.83,2587.67
7/12/2023 22:53,Brown's Bar,Whiskey,Jim Beam,2295.08,0,247.1,2047.98
7/12/2023 18:41,Brown's Bar,Wine,Yellow Tail,4795.3,0,188.24,4607.06
7/12/2023 10:56,Taylor's Bar,Wine,Barefoot,6570.28,0,232.18,6338.1
7/12/2023 13:35,Taylor's Bar,Vodka,Grey Goose,2991.37,0,244.51,2746.86
7/12/2023 14:10,Anderson's Bar,Vodka,Grey Goose,2740.09,0,327.57,2412.52
7/12/2023 22:10,Anderson's Bar,Whiskey,Jim Beam,1814.42,0,364.04,1450.38
7/12/2023 21:29,Thomas's Bar,Whiskey,Jim Beam,1345.87,817.98,527,1636.85
7/12/2023 22:57,Thomas's Bar,Beer,Heineken,936.98,0,102.95,834.03
7/12/2023 10:50,Thomas's Bar,Vodka,Absolut,1852.76,0,573.42,1279.34
7/13/2023 10:27,Smith's Bar,Rum,Captain Morgan,5916.89,0,271.46,5645.43
7/13/2023 18:48,Smith's Bar,Wine,Sutter Home,2738.14,0,366.05,2372.09
7/13/2023 11:45,Smith's Bar,Vodka,Grey Goose,4192.72,0,305.09,3887.63
7/13/2023 21:41,Johnson's Bar,Beer,Heineken,5680.82,0,595.83,5084.99
7/13/2023 21:01,Johnson's Bar,Rum,Captain Morgan,1.42E-12,0,0,1.42E-12
7/13/2023 13:22,Johnson's Bar,Vodka,Absolut,2587.67,1951.2,245.94,4292.93
7/13/2023 19:54,Johnson's Bar,Whiskey,Jack Daniels,6578.45,1375.78,292.07,7662.16
7/13/2023 15:47,Brown's Bar,Vodka,Smirnoff,1242.82,0,296.51,946.31
7/13/2023 20:22,Brown's Bar,Wine,Barefoot,2091.13,0,138.33,1952.8
7/13/2023 18:26,Brown's Bar,Beer,Budweiser,4054.48,0,168.03,3886.45
7/13/2023 22:01,Brown's Bar,Whiskey,Jameson,6109.65,1781.42,209.09,7681.98
7/13/2023 14:31,Taylor's Bar,Beer,Miller,0,627.79,239.04,388.75
7/13/2023 13:22,Taylor's Bar,Rum,Bacardi,144.14,0,107.16,36.98
7/13/2023 20:35,Taylor's Bar,Whiskey,Jameson,3895.59,0,336.73,3558.86
7/13/2023 20:20,Anderson's Bar,Wine,Barefoot,6335.96,0,540.12,5795.84
7/13/2023 17:37,Anderson's Bar,Whiskey,Jameson,2537.65,0,471.88,2065.77
7/13/2023 21:55,Thomas's Bar,Wine,Yellow Tail,601.19,0,170.69,430.5
7/13/2023 18:09,Thomas's Bar,Vodka,Grey Goose,5177.05,1038.26,352.1,5863.21
7/13/2023 17:11,Thomas's Bar,Beer,Heineken,834.03,0,407.27,426.76
7/13/2023 20:49,Thomas's Bar,Rum,Bacardi,2449.23,0,275.17,2174.06
7/14/2023 13:22,Smith's Bar,Wine,Sutter Home,2372.09,1305.82,204.49,3473.42
7/14/2023 14:48,Smith's Bar,Whiskey,Jack Daniels,1272.04,0,224.44,1047.6
7/14/2023 22:48,Smith's Bar,Beer,Miller,0,1200.32,142.8,1057.52
7/14/2023 22:39,Smith's Bar,Vodka,Grey Goose,3887.63,0,454.82,3432.81
7/14/2023 22:23,Johnson's Bar,Whiskey,Jim Beam,2.84E-13,0,0,2.84E-13
7/14/2023 20:15,Johnson's Bar,Wine,Barefoot,6295.69,0,421.94,5873.75
7/14/2023 17:20,Johnson's Bar,Rum,Malibu,4932.38,0,453.84,4478.54
7/14/2023 15:46,Johnson's Bar,Vodka,Smirnoff,5.68E-13,760.58,462.87,297.71
7/14/2023 13:45,Brown's Bar,Rum,Bacardi,4211.72,845.98,516.54,4541.16
7/14/2023 14:45,Brown's Bar,Vodka,Absolut,0,0,0,0
7/14/2023 11:48,Brown's Bar,Whiskey,Jameson,7681.98,0,381.41,7300.57
7/14/2023 17:46,Taylor's Bar,Whiskey,Jack Daniels,693.23,0,397.24,295.99
7/14/2023 20:04,Taylor's Bar,Vodka,Grey Goose,2746.86,0,594.06,2152.8
7/14/2023 11:24,Taylor's Bar,Beer,Budweiser,3456.79,0,505.3,2951.49
7/14/2023 10:58,Anderson's Bar,Rum,Malibu,399.62,0,399.62,1.14E-13
7/14/2023 16:01,Anderson's Bar,Wine,Yellow Tail,414.35,0,414.35,0
7/14/2023 20:08,Anderson's Bar,Whiskey,Jim Beam,1450.38,0,160.83,1289.55
7/14/2023 17:46,Thomas's Bar,Whiskey,Jameson,176.02,0,107.44,68.58
7/14/2023 18:10,Thomas's Bar,Beer,Coors,3101.15,0,436.72,2664.43
7/15/2023 19:41,Smith's Bar,Vodka,Smirnoff,1736.11,0,489.83,1246.28
7/15/2023 16:36,Smith's Bar,Beer,Budweiser,6077.03,963.75,579.52,6461.26
7/15/2023 17:46,Smith's Bar,Whiskey,Jim Beam,7537.45,0,190.41,7347.04
7/15/2023 11:31,Johnson's Bar,Whiskey,Jim Beam,2.84E-13,0,0,2.84E-13
7/15/2023 15:09,Johnson's Bar,Vodka,Grey Goose,2059.49,1253.11,459.9,2852.7
7/15/2023 21:57,Johnson's Bar,Wine,Barefoot,5873.75,0,350.29,5523.46
7/15/2023 12:49,Brown's Bar,Wine,Yellow Tail,4607.06,0,517.27,4089.79
7/15/2023 20:31,Brown's Bar,Whiskey,Jack Daniels,5.47E-13,0,0,5.47E-13
7/15/2023 21:45,Brown's Bar,Vodka,Grey Goose,2495.54,1487.85,587.15,3396.24
7/15/2023 17:39,Brown's Bar,Beer,Heineken,3349.19,0,577.25,2771.94
7/15/2023 16:32,Taylor's Bar,Rum,Bacardi,36.98,0,36.98,7.32E-13
7/15/2023 15:36,Taylor's Bar,Beer,Coors,1.42E-13,0,0,1.42E-13
7/15/2023 16:58,Taylor's Bar,Wine,Sutter Home,292.85,0,292.85,0
7/15/2023 11:14,Taylor's Bar,Vodka,Grey Goose,2152.8,1386.7,563.49,2976.01
7/15/2023 18:25,Anderson's Bar,Wine,Sutter Home,4288.49,0,577.12,3711.37
7/15/2023 12:53,Anderson's Bar,Beer,Coors,6682.14,0,441.56,6240.58
7/15/2023 11:57,Anderson's Bar,Vodka,Smirnoff,6126.07,0,162.35,5963.72
7/15/2023 10:21,Anderson's Bar,Whiskey,Jameson,2065.77,0,401.46,1664.31
7/15/2023 15:50,Thomas's Bar,Rum,Bacardi,2174.06,1965.46,239.44,3900.08
7/15/2023 16:45,Thomas's Bar,Vodka,Smirnoff,4860.78,1729.26,365.85,6224.19
7/16/2023 18:47,Smith's Bar,Whiskey,Jim Beam,7347.04,0,251.2,7095.84
7/16/2023 20:06,Smith's Bar,Vodka,Smirnoff,1246.28,0,493.2,753.08
7/16/2023 22:31,Smith's Bar,Beer,Miller,1057.52,0,342.87,714.65
7/16/2023 18:44,Johnson's Bar,Vodka,Grey Goose,2852.7,1668.77,252.37,4269.1
7/16/2023 16:33,Johnson's Bar,Rum,Malibu,4478.54,0,563.84,3914.7
7/16/2023 13:43,Brown's Bar,Wine,Sutter Home,922.14,0,416.29,505.85
7/16/2023 19:57,Brown's Bar,Beer,Coors,577.61,0,244.63,332.98
7/16/2023 14:23,Brown's Bar,Whiskey,Jameson,7300.57,0,268.22,7032.35
7/16/2023 22:52,Brown's Bar,Rum,Bacardi,4541.16,999.2,227.03,5313.33
7/16/2023 16:23,Taylor's Bar,Vodka,Smirnoff,910.93,1017.82,545.73,1383.02
7/16/2023 11:07,Taylor's Bar,Wine,Yellow Tail,687.71,1430.57,139.16,1979.12
7/16/2023 18:38,Taylor's Bar,Beer,Heineken,6418.39,0,118.55,6299.84
7/16/2023 11:45,Anderson's Bar,Wine,Barefoot,5795.84,0,478.41,5317.43
7/16/2023 17:27,Anderson's Bar,Rum,Captain Morgan,6689.72,1591.78,539.99,7741.51
7/16/2023 12:22,Anderson's Bar,Vodka,Absolut,5.61E-13,0,0,5.61E-13
7/16/2023 12:56,Anderson's Bar,Whiskey,Jameson,1664.31,0,522.62,1141.69
7/16/2023 13:32,Thomas's Bar,Vodka,Grey Goose,5863.21,0,261.9,5601.31
7/16/2023 21:50,Thomas's Bar,Whiskey,Jameson,68.58,0,68.58,0
7/17/2023 16:08,Smith's Bar,Whiskey,Jameson,1398.54,0,260.99,1137.55
7/17/2023 21:45,Smith's Bar,Vodka,Smirnoff,753.08,0,488.35,264.73
7/17/2023 12:56,Smith's Bar,Rum,Captain Morgan,5645.43,0,209.2,5436.23
7/17/2023 14:24,Smith's Bar,Wine,Sutter Home,3473.42,1444.99,369.51,4548.9
7/17/2023 19:26,Johnson's Bar,Whiskey,Jameson,1952.98,1189.39,441.84,2700.53
7/17/2023 15:58,Johnson's Bar,Rum,Captain Morgan,1.42E-12,0,0,1.42E-12
7/17/2023 21:38,Johnson's Bar,Beer,Budweiser,4025.59,0,149.33,3876.26
7/17/2023 14:14,Johnson's Bar,Vodka,Absolut,4292.93,1819.92,531.48,5581.37
7/17/2023 13:30,Brown's Bar,Beer,Budweiser,3886.45,0,568.76,3317.69
7/17/2023 11:47,Brown's Bar,Wine,Yellow Tail,4089.79,0,435.17,3654.62
7/17/2023 13:10,Taylor's Bar,Vodka,Absolut,292.76,0,292.76,3.41E-13
7/17/2023 13:18,Taylor's Bar,Beer,Coors,1.42E-13,0,0,1.42E-13
7/17/2023 21:21,Taylor's Bar,Wine,Barefoot,6338.1,1845.43,488.71,7694.82
7/17/2023 10:00,Anderson's Bar,Beer,Miller,2357.85,0,239.67,2118.18
7/17/2023 17:23,Anderson's Bar,Wine,Yellow Tail,0,0,0,0
7/17/2023 19:27,Thomas's Bar,Vodka,Grey Goose,5601.31,0,154.13,5447.18
7/17/2023 12:32,Thomas's Bar,Whiskey,Jim Beam,1636.85,0,578.42,1058.43
7/18/2023 17:31,Smith's Bar,Wine,Sutter Home,4548.9,1963.42,361.91,6150.41
7/18/2023 10:31,Smith's Bar,Rum,Malibu,2174.96,0,313.75,1861.21
7/18/2023 10:46,Smith's Bar,Vodka,Smirnoff,264.73,0,264.73,1.14E-13
7/18/2023 18:37,Smith's Bar,Whiskey,Jameson,1137.55,0,512.9,624.65
7/18/2023 10:24,Johnson's Bar,Beer,Coors,2418.79,0,360.91,2057.88
7/18/2023 22:54,Johnson's Bar,Rum,Bacardi,1.71E-13,0,0,1.71E-13
7/18/2023 22:10,Johnson's Bar,Vodka,Grey Goose,4269.1,1092.04,204.09,5157.05
7/18/2023 13:11,Johnson's Bar,Wine,Sutter Home,11494.89,0,375.6,11119.29
